report_date,yesterday_purchase,week1_purchase,week2_purchase,week3_purchase,week4_purchase,MON,TUE,WED,THU,FRI,SAT,SUN,dayofmonth_percent,shouldwork,yesterday_redeem,attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14
20140203,86649833,715461017,312028349,292143045,371683914,1,0,0,0,0,0,0,,,35016210,51633623.0,49700107.0,60998635.0,142754788.0,909221144.0,613895329.0,455191896.0,51633623.0,49700107.0,60998635.0,142754788.0,909221144.0,613895329.0,455191896.0
20140204,85303404,870587680,337095722,337203610,339901798,0,1,0,0,0,0,0,,,92071628,-6768224.0,51633623.0,49700107.0,60998635.0,142754788.0,909221144.0,613895329.0,-6768224.0,51633623.0,49700107.0,60998635.0,142754788.0,909221144.0,613895329.0
20140205,92866528,1183825013,462593233,233318844,271765172,0,0,1,0,0,0,0,,,61618152,31248376.0,-6768224.0,51633623.0,49700107.0,60998635.0,142754788.0,909221144.0,31248376.0,-6768224.0,51633623.0,49700107.0,60998635.0,142754788.0,909221144.0
20140206,162119647,242566772,294368520,490563564,345036273,0,0,0,1,0,0,0,,,70100225,92019422.0,31248376.0,-6768224.0,51633623.0,49700107.0,60998635.0,142754788.0,92019422.0,31248376.0,-6768224.0,51633623.0,49700107.0,60998635.0,142754788.0
20140207,225661839,90124260,450511317,262046075,296993855,0,0,0,0,1,0,0,,,89786438,135875401.0,92019422.0,31248376.0,-6768224.0,51633623.0,49700107.0,60998635.0,135875401.0,92019422.0,31248376.0,-6768224.0,51633623.0,49700107.0,60998635.0
20140208,621409043,101183694,349192126,184240864,178289447,0,0,0,0,0,1,0,,,356235057,265173986.0,135875401.0,92019422.0,31248376.0,-6768224.0,51633623.0,49700107.0,265173986.0,135875401.0,92019422.0,31248376.0,-6768224.0,51633623.0,49700107.0
20140209,315242286,86649833,446945594,301523785,192128885,0,0,0,0,0,0,1,,,134579390,180662896.0,265173986.0,135875401.0,92019422.0,31248376.0,-6768224.0,51633623.0,180662896.0,265173986.0,135875401.0,92019422.0,31248376.0,-6768224.0,51633623.0
20140210,336607101,85303404,715461017,312028349,292143045,1,0,0,0,0,0,0,,,143211947,193395154.0,180662896.0,265173986.0,135875401.0,92019422.0,31248376.0,-6768224.0,193395154.0,180662896.0,265173986.0,135875401.0,92019422.0,31248376.0,-6768224.0
20140211,632298767,92866528,870587680,337095722,337203610,0,1,0,0,0,0,0,,,418611061,213687706.0,193395154.0,180662896.0,265173986.0,135875401.0,92019422.0,31248376.0,213687706.0,193395154.0,180662896.0,265173986.0,135875401.0,92019422.0,31248376.0
20140212,670470102,162119647,1183825013,462593233,233318844,0,0,1,0,0,0,0,,,315239225,355230877.0,213687706.0,193395154.0,180662896.0,265173986.0,135875401.0,92019422.0,355230877.0,213687706.0,193395154.0,180662896.0,265173986.0,135875401.0,92019422.0
20140213,551106906,225661839,242566772,294368520,490563564,0,0,0,1,0,0,0,,,425221290,125885616.0,355230877.0,213687706.0,193395154.0,180662896.0,265173986.0,135875401.0,125885616.0,355230877.0,213687706.0,193395154.0,180662896.0,265173986.0,135875401.0
20140214,461212821,621409043,90124260,450511317,262046075,0,0,0,0,1,0,0,,,301079648,160133173.0,125885616.0,355230877.0,213687706.0,193395154.0,180662896.0,265173986.0,160133173.0,125885616.0,355230877.0,213687706.0,193395154.0,180662896.0,265173986.0
20140215,522331058,315242286,101183694,349192126,184240864,0,0,0,0,0,1,0,,,233371566,288959492.0,160133173.0,125885616.0,355230877.0,213687706.0,193395154.0,180662896.0,288959492.0,160133173.0,125885616.0,355230877.0,213687706.0,193395154.0,180662896.0
20140216,305214647,336607101,86649833,446945594,301523785,0,0,0,0,0,0,1,,,110240413,194974234.0,288959492.0,160133173.0,125885616.0,355230877.0,213687706.0,193395154.0,194974234.0,288959492.0,160133173.0,125885616.0,355230877.0,213687706.0,193395154.0
20140217,361250311,632298767,85303404,715461017,312028349,1,0,0,0,0,0,0,,,139432186,221818125.0,194974234.0,288959492.0,160133173.0,125885616.0,355230877.0,213687706.0,221818125.0,194974234.0,288959492.0,160133173.0,125885616.0,355230877.0,213687706.0
20140218,675485671,670470102,92866528,870587680,337095722,0,1,0,0,0,0,0,,,314699059,360786612.0,221818125.0,194974234.0,288959492.0,160133173.0,125885616.0,355230877.0,360786612.0,221818125.0,194974234.0,288959492.0,160133173.0,125885616.0,355230877.0
20140219,422741202,551106906,162119647,1183825013,462593233,0,0,1,0,0,0,0,,,246229299,176511903.0,360786612.0,221818125.0,194974234.0,288959492.0,160133173.0,125885616.0,176511903.0,360786612.0,221818125.0,194974234.0,288959492.0,160133173.0,125885616.0
20140220,642931201,461212821,225661839,242566772,294368520,0,0,0,1,0,0,0,,,247608257,395322944.0,176511903.0,360786612.0,221818125.0,194974234.0,288959492.0,160133173.0,395322944.0,176511903.0,360786612.0,221818125.0,194974234.0,288959492.0,160133173.0
20140221,527167832,522331058,621409043,90124260,450511317,0,0,0,0,1,0,0,,,276717727,250450105.0,395322944.0,176511903.0,360786612.0,221818125.0,194974234.0,288959492.0,250450105.0,395322944.0,176511903.0,360786612.0,221818125.0,194974234.0,288959492.0
20140222,394746918,305214647,315242286,101183694,349192126,0,0,0,0,0,1,0,,,206572952,188173966.0,250450105.0,395322944.0,176511903.0,360786612.0,221818125.0,194974234.0,188173966.0,250450105.0,395322944.0,176511903.0,360786612.0,221818125.0,194974234.0
20140223,235659822,361250311,336607101,86649833,446945594,0,0,0,0,0,0,1,,,129881807,105778015.0,188173966.0,250450105.0,395322944.0,176511903.0,360786612.0,221818125.0,105778015.0,188173966.0,250450105.0,395322944.0,176511903.0,360786612.0,221818125.0
20140224,308396249,675485671,632298767,85303404,715461017,1,0,0,0,0,0,0,,,237023147,71373102.0,105778015.0,188173966.0,250450105.0,395322944.0,176511903.0,360786612.0,71373102.0,105778015.0,188173966.0,250450105.0,395322944.0,176511903.0,360786612.0
20140225,595170010,422741202,670470102,92866528,870587680,0,1,0,0,0,0,0,,,326481227,268688783.0,71373102.0,105778015.0,188173966.0,250450105.0,395322944.0,176511903.0,268688783.0,71373102.0,105778015.0,188173966.0,250450105.0,395322944.0,176511903.0
20140226,713994252,642931201,551106906,162119647,1183825013,0,0,1,0,0,0,0,,,349836501,364157751.0,268688783.0,71373102.0,105778015.0,188173966.0,250450105.0,395322944.0,364157751.0,268688783.0,71373102.0,105778015.0,188173966.0,250450105.0,395322944.0
20140227,486006154,527167832,461212821,225661839,242566772,0,0,0,1,0,0,0,,,476270827,9735327.0,364157751.0,268688783.0,71373102.0,105778015.0,188173966.0,250450105.0,9735327.0,364157751.0,268688783.0,71373102.0,105778015.0,188173966.0,250450105.0
20140228,537812517,394746918,522331058,621409043,90124260,0,0,0,0,1,0,0,,,660825256,-123012739.0,9735327.0,364157751.0,268688783.0,71373102.0,105778015.0,188173966.0,-123012739.0,9735327.0,364157751.0,268688783.0,71373102.0,105778015.0,188173966.0
20140301,420504763,235659822,305214647,315242286,101183694,0,0,0,0,0,1,0,,,282310184,138194579.0,-123012739.0,9735327.0,364157751.0,268688783.0,71373102.0,105778015.0,138194579.0,-123012739.0,9735327.0,364157751.0,268688783.0,71373102.0,105778015.0
20140302,215356482,308396249,361250311,336607101,86649833,0,0,0,0,0,0,1,,,148429245,66927237.0,138194579.0,-123012739.0,9735327.0,364157751.0,268688783.0,71373102.0,66927237.0,138194579.0,-123012739.0,9735327.0,364157751.0,268688783.0,71373102.0
20140303,275779265,595170010,675485671,632298767,85303404,1,0,0,0,0,0,0,,,163786963,111992302.0,66927237.0,138194579.0,-123012739.0,9735327.0,364157751.0,268688783.0,111992302.0,66927237.0,138194579.0,-123012739.0,9735327.0,364157751.0,268688783.0
20140304,523895828,713994252,422741202,670470102,92866528,0,1,0,0,0,0,0,,,360144530,163751298.0,111992302.0,66927237.0,138194579.0,-123012739.0,9735327.0,364157751.0,163751298.0,111992302.0,66927237.0,138194579.0,-123012739.0,9735327.0,364157751.0
20140305,521644375,486006154,642931201,551106906,162119647,0,0,1,0,0,0,0,,,278261421,243382954.0,163751298.0,111992302.0,66927237.0,138194579.0,-123012739.0,9735327.0,243382954.0,163751298.0,111992302.0,66927237.0,138194579.0,-123012739.0,9735327.0
20140306,497668868,537812517,527167832,461212821,225661839,0,0,0,1,0,0,0,,,275381156,222287712.0,243382954.0,163751298.0,111992302.0,66927237.0,138194579.0,-123012739.0,222287712.0,243382954.0,163751298.0,111992302.0,66927237.0,138194579.0,-123012739.0
20140307,495755683,420504763,394746918,522331058,621409043,0,0,0,0,1,0,0,,,366030834,129724849.0,222287712.0,243382954.0,163751298.0,111992302.0,66927237.0,138194579.0,129724849.0,222287712.0,243382954.0,163751298.0,111992302.0,66927237.0,138194579.0
20140308,492623841,215356482,235659822,305214647,315242286,0,0,0,0,0,1,0,,,274009352,218614489.0,129724849.0,222287712.0,243382954.0,163751298.0,111992302.0,66927237.0,218614489.0,129724849.0,222287712.0,243382954.0,163751298.0,111992302.0,66927237.0
20140309,215355021,275779265,308396249,361250311,336607101,0,0,0,0,0,0,1,,,157996615,57358406.0,218614489.0,129724849.0,222287712.0,243382954.0,163751298.0,111992302.0,57358406.0,218614489.0,129724849.0,222287712.0,243382954.0,163751298.0,111992302.0
20140310,296559440,523895828,595170010,675485671,632298767,1,0,0,0,0,0,0,,,169872578,126686862.0,57358406.0,218614489.0,129724849.0,222287712.0,243382954.0,163751298.0,126686862.0,57358406.0,218614489.0,129724849.0,222287712.0,243382954.0,163751298.0
20140311,533357693,521644375,713994252,422741202,670470102,0,1,0,0,0,0,0,,,296534165,236823528.0,126686862.0,57358406.0,218614489.0,129724849.0,222287712.0,243382954.0,236823528.0,126686862.0,57358406.0,218614489.0,129724849.0,222287712.0,243382954.0
20140312,488913889,497668868,486006154,642931201,551106906,0,0,1,0,0,0,0,,,267437055,221476834.0,236823528.0,126686862.0,57358406.0,218614489.0,129724849.0,222287712.0,221476834.0,236823528.0,126686862.0,57358406.0,218614489.0,129724849.0,222287712.0
20140313,317050657,495755683,537812517,527167832,461212821,0,0,0,1,0,0,0,,,298538230,18512427.0,221476834.0,236823528.0,126686862.0,57358406.0,218614489.0,129724849.0,18512427.0,221476834.0,236823528.0,126686862.0,57358406.0,218614489.0,129724849.0
20140314,438410772,492623841,420504763,394746918,522331058,0,0,0,0,1,0,0,,,255918695,182492077.0,18512427.0,221476834.0,236823528.0,126686862.0,57358406.0,218614489.0,182492077.0,18512427.0,221476834.0,236823528.0,126686862.0,57358406.0,218614489.0
20140315,319556555,215355021,215356482,235659822,305214647,0,0,0,0,0,1,0,,,270497983,49058572.0,182492077.0,18512427.0,221476834.0,236823528.0,126686862.0,57358406.0,49058572.0,182492077.0,18512427.0,221476834.0,236823528.0,126686862.0,57358406.0
20140316,201137958,296559440,275779265,308396249,361250311,0,0,0,0,0,0,1,,,242196362,-41058404.0,49058572.0,182492077.0,18512427.0,221476834.0,236823528.0,126686862.0,-41058404.0,49058572.0,182492077.0,18512427.0,221476834.0,236823528.0,126686862.0
20140317,219592025,533357693,523895828,595170010,675485671,1,0,0,0,0,0,0,,,188184766,31407259.0,-41058404.0,49058572.0,182492077.0,18512427.0,221476834.0,236823528.0,31407259.0,-41058404.0,49058572.0,182492077.0,18512427.0,221476834.0,236823528.0
20140318,411958428,488913889,521644375,713994252,422741202,0,1,0,0,0,0,0,,,420064650,-8106222.0,31407259.0,-41058404.0,49058572.0,182492077.0,18512427.0,221476834.0,-8106222.0,31407259.0,-41058404.0,49058572.0,182492077.0,18512427.0,221476834.0
20140319,302616910,317050657,497668868,486006154,642931201,0,0,1,0,0,0,0,,,341931886,-39314976.0,-8106222.0,31407259.0,-41058404.0,49058572.0,182492077.0,18512427.0,-39314976.0,-8106222.0,31407259.0,-41058404.0,49058572.0,182492077.0,18512427.0
20140320,295342178,438410772,495755683,537812517,527167832,0,0,0,1,0,0,0,,,414884867,-119542689.0,-39314976.0,-8106222.0,31407259.0,-41058404.0,49058572.0,182492077.0,-119542689.0,-39314976.0,-8106222.0,31407259.0,-41058404.0,49058572.0,182492077.0
20140321,302584612,319556555,492623841,420504763,394746918,0,0,0,0,1,0,0,,,304013906,-1429294.0,-119542689.0,-39314976.0,-8106222.0,31407259.0,-41058404.0,49058572.0,-1429294.0,-119542689.0,-39314976.0,-8106222.0,31407259.0,-41058404.0,49058572.0
20140322,274386390,201137958,215355021,215356482,235659822,0,0,0,0,0,1,0,,,280963645,-6577255.0,-1429294.0,-119542689.0,-39314976.0,-8106222.0,31407259.0,-41058404.0,-6577255.0,-1429294.0,-119542689.0,-39314976.0,-8106222.0,31407259.0,-41058404.0
20140323,145506447,219592025,296559440,275779265,308396249,0,0,0,0,0,0,1,,,200897470,-55391023.0,-6577255.0,-1429294.0,-119542689.0,-39314976.0,-8106222.0,31407259.0,-55391023.0,-6577255.0,-1429294.0,-119542689.0,-39314976.0,-8106222.0,31407259.0
20140324,167604758,411958428,533357693,523895828,595170010,1,0,0,0,0,0,0,,,160853972,6750786.0,-55391023.0,-6577255.0,-1429294.0,-119542689.0,-39314976.0,-8106222.0,6750786.0,-55391023.0,-6577255.0,-1429294.0,-119542689.0,-39314976.0,-8106222.0
20140325,330726069,302616910,488913889,521644375,713994252,0,1,0,0,0,0,0,,,318658552,12067517.0,6750786.0,-55391023.0,-6577255.0,-1429294.0,-119542689.0,-39314976.0,12067517.0,6750786.0,-55391023.0,-6577255.0,-1429294.0,-119542689.0,-39314976.0
20140326,337425152,295342178,317050657,497668868,486006154,0,0,1,0,0,0,0,,,362444778,-25019626.0,12067517.0,6750786.0,-55391023.0,-6577255.0,-1429294.0,-119542689.0,-25019626.0,12067517.0,6750786.0,-55391023.0,-6577255.0,-1429294.0,-119542689.0
20140327,426653122,302584612,438410772,495755683,537812517,0,0,0,1,0,0,0,,,257938486,168714636.0,-25019626.0,12067517.0,6750786.0,-55391023.0,-6577255.0,-1429294.0,168714636.0,-25019626.0,12067517.0,6750786.0,-55391023.0,-6577255.0,-1429294.0
20140328,266160879,274386390,319556555,492623841,420504763,0,0,0,0,1,0,0,,,326543305,-60382426.0,168714636.0,-25019626.0,12067517.0,6750786.0,-55391023.0,-6577255.0,-60382426.0,168714636.0,-25019626.0,12067517.0,6750786.0,-55391023.0,-6577255.0
20140329,223771699,145506447,201137958,215355021,215356482,0,0,0,0,0,1,0,,,372161003,-148389304.0,-60382426.0,168714636.0,-25019626.0,12067517.0,6750786.0,-55391023.0,-148389304.0,-60382426.0,168714636.0,-25019626.0,12067517.0,6750786.0,-55391023.0
20140330,194925803,167604758,219592025,296559440,275779265,0,0,0,0,0,0,1,,,138171183,56754620.0,-148389304.0,-60382426.0,168714636.0,-25019626.0,12067517.0,6750786.0,56754620.0,-148389304.0,-60382426.0,168714636.0,-25019626.0,12067517.0,6750786.0
20140331,161565264,330726069,411958428,533357693,523895828,1,0,0,0,0,0,0,,,256893459,-95328195.0,56754620.0,-148389304.0,-60382426.0,168714636.0,-25019626.0,12067517.0,-95328195.0,56754620.0,-148389304.0,-60382426.0,168714636.0,-25019626.0,12067517.0
20140401,377931423,337425152,302616910,488913889,521644375,0,1,0,0,0,0,0,0.0333333333,1,497687416,-119755993.0,-95328195.0,56754620.0,-148389304.0,-60382426.0,168714636.0,-25019626.0,-119755993.0,-95328195.0,56754620.0,-148389304.0,-60382426.0,168714636.0,-25019626.0
20140402,424784984,426653122,295342178,317050657,497668868,0,0,1,0,0,0,0,0.0666666667,1,280407782,144377202.0,-119755993.0,-95328195.0,56754620.0,-148389304.0,-60382426.0,168714636.0,144377202.0,-119755993.0,-95328195.0,56754620.0,-148389304.0,-60382426.0,168714636.0
20140403,418550858,266160879,302584612,438410772,495755683,0,0,0,1,0,0,0,0.1,1,234601543,183949315.0,144377202.0,-119755993.0,-95328195.0,56754620.0,-148389304.0,-60382426.0,183949315.0,144377202.0,-119755993.0,-95328195.0,56754620.0,-148389304.0,-60382426.0
20140404,301858010,223771699,274386390,319556555,492623841,0,0,0,0,1,0,0,0.1333333333,1,259172151,42685859.0,183949315.0,144377202.0,-119755993.0,-95328195.0,56754620.0,-148389304.0,42685859.0,183949315.0,144377202.0,-119755993.0,-95328195.0,56754620.0,-148389304.0
20140405,235574221,194925803,145506447,201137958,215355021,0,0,0,0,0,1,0,0.1666666667,0,171218775,64355446.0,42685859.0,183949315.0,144377202.0,-119755993.0,-95328195.0,56754620.0,64355446.0,42685859.0,183949315.0,144377202.0,-119755993.0,-95328195.0,56754620.0
20140406,171320519,161565264,167604758,219592025,296559440,0,0,0,0,0,0,1,0.2,0,130175071,41145448.0,64355446.0,42685859.0,183949315.0,144377202.0,-119755993.0,-95328195.0,41145448.0,64355446.0,42685859.0,183949315.0,144377202.0,-119755993.0,-95328195.0
20140407,132973045,377931423,330726069,411958428,533357693,1,0,0,0,0,0,0,0.2333333333,0,86148848,46824197.0,41145448.0,64355446.0,42685859.0,183949315.0,144377202.0,-119755993.0,46824197.0,41145448.0,64355446.0,42685859.0,183949315.0,144377202.0,-119755993.0
20140408,237413785,424784984,337425152,302616910,488913889,0,1,0,0,0,0,0,0.2666666667,1,151211943,86201842.0,46824197.0,41145448.0,64355446.0,42685859.0,183949315.0,144377202.0,86201842.0,46824197.0,41145448.0,64355446.0,42685859.0,183949315.0,144377202.0
20140409,360613734,418550858,426653122,295342178,317050657,0,0,1,0,0,0,0,0.3,1,241500693,119113041.0,86201842.0,46824197.0,41145448.0,64355446.0,42685859.0,183949315.0,119113041.0,86201842.0,46824197.0,41145448.0,64355446.0,42685859.0,183949315.0
20140410,465391689,301858010,266160879,302584612,438410772,0,0,0,1,0,0,0,0.3333333333,1,301919971,163471718.0,119113041.0,86201842.0,46824197.0,41145448.0,64355446.0,42685859.0,163471718.0,119113041.0,86201842.0,46824197.0,41145448.0,64355446.0,42685859.0
20140411,325897532,235574221,223771699,274386390,319556555,0,0,0,0,1,0,0,0.3666666667,1,292651452,33246080.0,163471718.0,119113041.0,86201842.0,46824197.0,41145448.0,64355446.0,33246080.0,163471718.0,119113041.0,86201842.0,46824197.0,41145448.0,64355446.0
20140412,275556141,171320519,194925803,145506447,201137958,0,0,0,0,0,1,0,0.4,0,263431235,12124906.0,33246080.0,163471718.0,119113041.0,86201842.0,46824197.0,41145448.0,12124906.0,33246080.0,163471718.0,119113041.0,86201842.0,46824197.0,41145448.0
20140413,198643801,132973045,161565264,167604758,219592025,0,0,0,0,0,0,1,0.4333333333,0,177456118,21187683.0,12124906.0,33246080.0,163471718.0,119113041.0,86201842.0,46824197.0,21187683.0,12124906.0,33246080.0,163471718.0,119113041.0,86201842.0,46824197.0
20140414,202424482,237413785,377931423,330726069,411958428,1,0,0,0,0,0,0,0.4666666667,1,199455537,2968945.0,21187683.0,12124906.0,33246080.0,163471718.0,119113041.0,86201842.0,2968945.0,21187683.0,12124906.0,33246080.0,163471718.0,119113041.0,86201842.0
20140415,359340606,360613734,424784984,337425152,302616910,0,1,0,0,0,0,0,0.5,1,315904149,43436457.0,2968945.0,21187683.0,12124906.0,33246080.0,163471718.0,119113041.0,43436457.0,2968945.0,21187683.0,12124906.0,33246080.0,163471718.0,119113041.0
20140416,337278983,465391689,418550858,426653122,295342178,0,0,1,0,0,0,0,0.5333333333,1,333481946,3797037.0,43436457.0,2968945.0,21187683.0,12124906.0,33246080.0,163471718.0,3797037.0,43436457.0,2968945.0,21187683.0,12124906.0,33246080.0,163471718.0
20140417,344518277,325897532,301858010,266160879,302584612,0,0,0,1,0,0,0,0.5666666667,1,258644563,85873714.0,3797037.0,43436457.0,2968945.0,21187683.0,12124906.0,33246080.0,85873714.0,3797037.0,43436457.0,2968945.0,21187683.0,12124906.0,33246080.0
20140418,268273324,275556141,235574221,223771699,274386390,0,0,0,0,1,0,0,0.6,1,259158950,9114374.0,85873714.0,3797037.0,43436457.0,2968945.0,21187683.0,12124906.0,9114374.0,85873714.0,3797037.0,43436457.0,2968945.0,21187683.0,12124906.0
20140419,297030419,198643801,171320519,194925803,145506447,0,0,0,0,0,1,0,0.6333333333,0,212558260,84472159.0,9114374.0,85873714.0,3797037.0,43436457.0,2968945.0,21187683.0,84472159.0,9114374.0,85873714.0,3797037.0,43436457.0,2968945.0,21187683.0
20140420,131860659,202424482,132973045,161565264,167604758,0,0,0,0,0,0,1,0.6666666667,0,161932743,-30072084.0,84472159.0,9114374.0,85873714.0,3797037.0,43436457.0,2968945.0,-30072084.0,84472159.0,9114374.0,85873714.0,3797037.0,43436457.0,2968945.0
20140421,161634908,359340606,237413785,377931423,330726069,1,0,0,0,0,0,0,0.7,1,175154181,-13519273.0,-30072084.0,84472159.0,9114374.0,85873714.0,3797037.0,43436457.0,-13519273.0,-30072084.0,84472159.0,9114374.0,85873714.0,3797037.0,43436457.0
20140422,381369739,337278983,360613734,424784984,337425152,0,1,0,0,0,0,0,0.7333333333,1,416482875,-35113136.0,-13519273.0,-30072084.0,84472159.0,9114374.0,85873714.0,3797037.0,-35113136.0,-13519273.0,-30072084.0,84472159.0,9114374.0,85873714.0,3797037.0
20140423,268322472,344518277,465391689,418550858,426653122,0,0,1,0,0,0,0,0.7666666667,1,329994810,-61672338.0,-35113136.0,-13519273.0,-30072084.0,84472159.0,9114374.0,85873714.0,-61672338.0,-35113136.0,-13519273.0,-30072084.0,84472159.0,9114374.0,85873714.0
20140424,262963640,268273324,325897532,301858010,266160879,0,0,0,1,0,0,0,0.8,1,289670313,-26706673.0,-61672338.0,-35113136.0,-13519273.0,-30072084.0,84472159.0,9114374.0,-26706673.0,-61672338.0,-35113136.0,-13519273.0,-30072084.0,84472159.0,9114374.0
20140425,203798291,297030419,275556141,235574221,223771699,0,0,0,0,1,0,0,0.8333333333,1,348965167,-145166876.0,-26706673.0,-61672338.0,-35113136.0,-13519273.0,-30072084.0,84472159.0,-145166876.0,-26706673.0,-61672338.0,-35113136.0,-13519273.0,-30072084.0,84472159.0
20140426,320373050,131860659,198643801,171320519,194925803,0,0,0,0,0,1,0,0.8666666667,0,231507912,88865138.0,-145166876.0,-26706673.0,-61672338.0,-35113136.0,-13519273.0,-30072084.0,88865138.0,-145166876.0,-26706673.0,-61672338.0,-35113136.0,-13519273.0,-30072084.0
20140427,184640194,161634908,202424482,132973045,161565264,0,0,0,0,0,0,1,0.9,0,110439209,74200985.0,88865138.0,-145166876.0,-26706673.0,-61672338.0,-35113136.0,-13519273.0,74200985.0,88865138.0,-145166876.0,-26706673.0,-61672338.0,-35113136.0,-13519273.0
20140428,167611543,381369739,359340606,237413785,377931423,1,0,0,0,0,0,0,0.9333333333,1,241292798,-73681255.0,74200985.0,88865138.0,-145166876.0,-26706673.0,-61672338.0,-35113136.0,-73681255.0,74200985.0,88865138.0,-145166876.0,-26706673.0,-61672338.0,-35113136.0
20140429,285236269,268322472,337278983,360613734,424784984,0,1,0,0,0,0,0,0.9666666667,1,413667536,-128431267.0,-73681255.0,74200985.0,88865138.0,-145166876.0,-26706673.0,-61672338.0,-128431267.0,-73681255.0,74200985.0,88865138.0,-145166876.0,-26706673.0,-61672338.0
20140430,303772841,262963640,344518277,465391689,418550858,0,0,1,0,0,0,0,1,1,340918574,-37145733.0,-128431267.0,-73681255.0,74200985.0,88865138.0,-145166876.0,-26706673.0,-37145733.0,-128431267.0,-73681255.0,74200985.0,88865138.0,-145166876.0,-26706673.0
20140501,232262878,203798291,268273324,325897532,301858010,0,0,0,1,0,0,0,0.0322580645,0,274590040,-42327162.0,-37145733.0,-128431267.0,-73681255.0,74200985.0,88865138.0,-145166876.0,-42327162.0,-37145733.0,-128431267.0,-73681255.0,74200985.0,88865138.0,-145166876.0
20140502,197451051,320373050,297030419,275556141,235574221,0,0,0,0,1,0,0,0.064516129,0,113440731,84010320.0,-42327162.0,-37145733.0,-128431267.0,-73681255.0,74200985.0,88865138.0,84010320.0,-42327162.0,-37145733.0,-128431267.0,-73681255.0,74200985.0,88865138.0
20140503,129869154,184640194,131860659,198643801,171320519,0,0,0,0,0,1,0,0.0967741935,0,103269793,26599361.0,84010320.0,-42327162.0,-37145733.0,-128431267.0,-73681255.0,74200985.0,26599361.0,84010320.0,-42327162.0,-37145733.0,-128431267.0,-73681255.0,74200985.0
20140504,229609301,167611543,161634908,202424482,132973045,0,0,0,0,0,0,1,0.1290322581,1,174430184,55179117.0,26599361.0,84010320.0,-42327162.0,-37145733.0,-128431267.0,-73681255.0,55179117.0,26599361.0,84010320.0,-42327162.0,-37145733.0,-128431267.0,-73681255.0
20140505,297192156,285236269,381369739,359340606,237413785,1,0,0,0,0,0,0,0.1612903226,1,282088123,15104033.0,55179117.0,26599361.0,84010320.0,-42327162.0,-37145733.0,-128431267.0,15104033.0,55179117.0,26599361.0,84010320.0,-42327162.0,-37145733.0,-128431267.0
20140506,425987710,303772841,268322472,337278983,360613734,0,1,0,0,0,0,0,0.1935483871,1,324920452,101067258.0,15104033.0,55179117.0,26599361.0,84010320.0,-42327162.0,-37145733.0,101067258.0,15104033.0,55179117.0,26599361.0,84010320.0,-42327162.0,-37145733.0
20140507,323536443,232262878,262963640,344518277,465391689,0,0,1,0,0,0,0,0.2258064516,1,295986647,27549796.0,101067258.0,15104033.0,55179117.0,26599361.0,84010320.0,-42327162.0,27549796.0,101067258.0,15104033.0,55179117.0,26599361.0,84010320.0,-42327162.0
20140508,406395515,197451051,203798291,268273324,325897532,0,0,0,1,0,0,0,0.2580645161,1,221742769,184652746.0,27549796.0,101067258.0,15104033.0,55179117.0,26599361.0,84010320.0,184652746.0,27549796.0,101067258.0,15104033.0,55179117.0,26599361.0,84010320.0
20140509,353562072,129869154,320373050,297030419,275556141,0,0,0,0,1,0,0,0.2903225806,1,267751934,85810138.0,184652746.0,27549796.0,101067258.0,15104033.0,55179117.0,26599361.0,85810138.0,184652746.0,27549796.0,101067258.0,15104033.0,55179117.0,26599361.0
20140510,265472393,229609301,184640194,131860659,198643801,0,0,0,0,0,1,0,0.3225806452,0,158473997,106998396.0,85810138.0,184652746.0,27549796.0,101067258.0,15104033.0,55179117.0,106998396.0,85810138.0,184652746.0,27549796.0,101067258.0,15104033.0,55179117.0
20140511,227672886,297192156,167611543,161634908,202424482,0,0,0,0,0,0,1,0.3548387097,0,258495276,-30822390.0,106998396.0,85810138.0,184652746.0,27549796.0,101067258.0,15104033.0,-30822390.0,106998396.0,85810138.0,184652746.0,27549796.0,101067258.0,15104033.0
20140512,208480221,425987710,285236269,381369739,359340606,1,0,0,0,0,0,0,0.3870967742,1,142970887,65509334.0,-30822390.0,106998396.0,85810138.0,184652746.0,27549796.0,101067258.0,65509334.0,-30822390.0,106998396.0,85810138.0,184652746.0,27549796.0,101067258.0
20140513,285228437,323536443,303772841,268322472,337278983,0,1,0,0,0,0,0,0.4193548387,1,338432936,-53204499.0,65509334.0,-30822390.0,106998396.0,85810138.0,184652746.0,27549796.0,-53204499.0,65509334.0,-30822390.0,106998396.0,85810138.0,184652746.0,27549796.0
20140514,362372059,406395515,232262878,262963640,344518277,0,0,1,0,0,0,0,0.4516129032,1,250343867,112028192.0,-53204499.0,65509334.0,-30822390.0,106998396.0,85810138.0,184652746.0,112028192.0,-53204499.0,65509334.0,-30822390.0,106998396.0,85810138.0,184652746.0
20140515,290208996,353562072,197451051,203798291,268273324,0,0,0,1,0,0,0,0.4838709677,1,297491596,-7282600.0,112028192.0,-53204499.0,65509334.0,-30822390.0,106998396.0,85810138.0,-7282600.0,112028192.0,-53204499.0,65509334.0,-30822390.0,106998396.0,85810138.0
20140516,303286621,265472393,129869154,320373050,297030419,0,0,0,0,1,0,0,0.5161290323,1,435249186,-131962565.0,-7282600.0,112028192.0,-53204499.0,65509334.0,-30822390.0,106998396.0,-131962565.0,-7282600.0,112028192.0,-53204499.0,65509334.0,-30822390.0,106998396.0
